open_time,open,high,low,close,volume
2026-04-16 08:15:00,74520.72,74731.44,74520.72,74688.78,206.37968
2026-04-16 08:30:00,74688.78,74730.54,74555.08,74672.37,98.66982
2026-04-16 08:45:00,74672.38,74737.0,74647.17,74677.91,74.37738
2026-04-16 09:00:00,74677.91,74753.48,74619.91,74747.3,77.07403
2026-04-16 09:15:00,74747.29,74901.5,74747.29,74824.36,70.2968
2026-04-16 09:30:00,74824.37,74851.74,74693.42,74697.89,98.32579
2026-04-16 09:45:00,74697.88,74719.8,74594.01,74594.02,70.57035
2026-04-16 10:00:00,74594.02,74653.12,74398.0,74424.38,174.0505
2026-04-16 10:15:00,74424.37,74524.45,74310.51,74460.66,120.54805
2026-04-16 10:30:00,74460.66,74514.49,74380.0,74394.0,82.57644
2026-04-16 10:45:00,74394.0,74412.13,74277.34,74313.0,149.3557
2026-04-16 11:00:00,74312.99,74381.86,74285.0,74322.54,61.38293
2026-04-16 11:15:00,74322.54,74384.67,74285.01,74378.97,53.63311
2026-04-16 11:30:00,74378.96,74663.27,74345.93,74453.88,967.89665
2026-04-16 11:45:00,74453.88,74598.17,74438.98,74574.79,91.70091
2026-04-16 12:00:00,74574.8,74872.0,74574.79,74748.87,175.91928
2026-04-16 12:15:00,74748.88,74805.67,74676.97,74713.25,61.55062
2026-04-16 12:30:00,74713.26,74749.4,74607.52,74664.66,74.91102
2026-04-16 12:45:00,74664.65,74664.66,74580.0,74624.0,217.17877
2026-04-16 13:00:00,74624.01,74851.9,74590.64,74819.06,105.77843
2026-04-16 13:15:00,74819.05,75014.66,74796.83,74975.5,192.8379
2026-04-16 13:30:00,74975.5,75030.39,74485.07,74601.26,420.00497
2026-04-16 13:45:00,74601.26,74606.23,73309.85,73788.03,1110.31601
2026-04-16 14:00:00,73788.03,73970.37,73588.37,73836.01,431.24816
2026-04-16 14:15:00,73836.0,73898.85,73426.94,73781.35,451.6521
2026-04-16 14:30:00,73781.35,74043.76,73767.47,73970.76,233.64678
2026-04-16 14:45:00,73970.75,74197.32,73850.46,73973.33,214.77113
2026-04-16 15:00:00,73973.33,74444.73,73934.44,74308.0,333.0217
2026-04-16 15:15:00,74308.01,74419.48,74189.53,74189.61,228.51803
2026-04-16 15:30:00,74189.61,74878.99,74168.08,74549.34,715.14134
2026-04-16 15:45:00,74549.34,74786.69,74457.83,74697.19,243.52769
2026-04-16 16:00:00,74697.2,74932.0,74642.0,74658.58,174.8448
2026-04-16 16:15:00,74658.59,74872.0,74568.58,74570.37,214.58984
2026-04-16 16:30:00,74570.37,74633.11,74221.71,74324.81,219.19056
2026-04-16 16:45:00,74324.81,74416.42,74063.0,74175.57,153.73185
2026-04-16 17:00:00,74175.58,74200.0,73963.23,73963.24,204.12953
2026-04-16 17:15:00,73963.23,74275.08,73912.23,74219.59,217.75049
2026-04-16 17:30:00,74219.52,74407.11,74096.01,74377.93,191.78873
2026-04-16 17:45:00,74377.93,74438.31,74197.42,74343.25,137.52575
2026-04-16 18:00:00,74343.25,74527.87,74240.0,74410.89,134.72699
2026-04-16 18:15:00,74410.88,74493.1,74274.36,74406.91,112.65391
2026-04-16 18:30:00,74406.9,74586.02,74366.26,74578.25,165.79109
2026-04-16 18:45:00,74578.26,75089.0,74578.25,75026.71,367.46239
2026-04-16 19:00:00,75026.71,75098.96,74717.97,74823.97,321.75626
2026-04-16 19:15:00,74823.98,75066.84,74789.5,75018.57,146.44967
2026-04-16 19:30:00,75018.0,75309.96,74970.0,75232.0,338.59978
2026-04-16 19:45:00,75232.0,75410.71,75216.67,75342.99,396.56836
2026-04-16 20:00:00,75343.0,75534.76,75240.72,75415.24,421.23449
2026-04-16 20:15:00,75415.24,75431.54,75102.0,75195.37,82.98189
2026-04-16 20:30:00,75195.37,75195.38,75001.0,75078.6,99.08281
2026-04-16 20:45:00,75078.61,75249.74,75040.73,75223.47,58.41925
2026-04-16 21:00:00,75223.48,75286.51,75143.34,75143.34,90.3438
2026-04-16 21:15:00,75143.34,75160.0,74789.5,74924.0,147.53315
2026-04-16 21:30:00,74923.99,74997.03,74841.54,74940.23,95.99664
2026-04-16 21:45:00,74940.24,75010.57,74902.86,74934.24,117.71074
2026-04-16 22:00:00,74934.24,75117.0,74934.24,74971.1,75.96203
2026-04-16 22:15:00,74971.1,74986.99,74833.14,74925.23,78.28061
2026-04-16 22:30:00,74925.24,74986.0,74888.17,74925.54,39.31098
2026-04-16 22:45:00,74925.53,74969.96,74833.14,74867.92,38.79642
2026-04-16 23:00:00,74867.92,75023.83,74840.92,74979.21,57.53566
2026-04-16 23:15:00,74979.2,75126.88,74914.6,75024.49,62.08137
2026-04-16 23:30:00,75024.49,75177.76,75011.51,75136.48,60.0712
2026-04-16 23:45:00,75136.48,75173.75,75050.0,75154.29,45.08573
