open_time,open,high,low,close,volume
2026-06-22 10:00:00,64145.4,64272.0,64130.0,64214.0,60.11824
2026-06-22 10:15:00,64214.01,64239.03,64142.4,64174.21,52.67731
2026-06-22 10:30:00,64174.2,64204.0,64065.18,64081.11,62.41193
2026-06-22 10:45:00,64081.11,64173.63,64081.11,64139.21,64.87872
2026-06-22 11:00:00,64139.21,64399.0,64097.08,64309.46,181.32741
2026-06-22 11:15:00,64309.46,64464.46,64226.23,64359.14,327.28442
2026-06-22 11:30:00,64359.15,64750.0,64359.14,64618.02,358.14555
2026-06-22 11:45:00,64618.01,64768.46,64568.0,64657.22,196.85139
2026-06-22 12:00:00,64657.22,64910.65,64579.08,64756.01,376.8926
2026-06-22 12:15:00,64756.0,64985.0,64691.8,64945.83,191.03474
2026-06-22 12:30:00,64945.83,65176.0,64838.0,65058.65,374.89104
2026-06-22 12:45:00,65058.65,65222.45,64987.69,65149.57,213.24151
2026-06-22 13:00:00,65149.58,65198.12,65034.76,65146.0,292.10965
2026-06-22 13:15:00,65146.0,65156.0,64945.53,64994.0,196.61169
2026-06-22 13:30:00,64994.0,65452.01,64976.21,65410.0,447.338
2026-06-22 13:45:00,65410.0,65589.76,65372.0,65578.0,432.58547
2026-06-22 14:00:00,65577.99,65622.83,65283.81,65295.46,291.97798
2026-06-22 14:15:00,65295.46,65301.98,64970.02,64970.02,312.26524
2026-06-22 14:30:00,64970.03,65070.47,64857.87,64908.01,310.67788
2026-06-22 14:45:00,64908.01,65045.24,64835.0,64980.39,181.36662
2026-06-22 15:00:00,64980.39,65146.0,64916.0,65084.71,133.3729
2026-06-22 15:15:00,65084.72,65108.0,64930.81,65045.99,183.49633
2026-06-22 15:30:00,65046.0,65125.66,65016.7,65064.19,121.58984
2026-06-22 15:45:00,65064.2,65079.85,64757.11,64836.95,154.67091
2026-06-22 16:00:00,64836.95,64862.0,64659.24,64730.0,193.63647
2026-06-22 16:15:00,64730.01,64790.0,64638.0,64688.7,126.55869
2026-06-22 16:30:00,64688.7,64695.04,64547.2,64581.99,152.10647
2026-06-22 16:45:00,64581.99,64805.07,64519.0,64719.77,208.13741
2026-06-22 17:00:00,64719.77,64769.98,64628.2,64674.66,100.79144
2026-06-22 17:15:00,64674.65,64698.0,64529.52,64529.52,113.93538
2026-06-22 17:30:00,64529.52,64529.52,64388.16,64426.81,208.52144
2026-06-22 17:45:00,64426.82,64648.0,64426.82,64602.0,100.49618
2026-06-22 18:00:00,64602.0,64730.15,64602.0,64673.82,95.22329
2026-06-22 18:15:00,64673.83,64722.0,64569.88,64596.0,140.1758
2026-06-22 18:30:00,64596.0,64619.99,64498.2,64515.52,127.80693
2026-06-22 18:45:00,64515.51,64520.0,64311.0,64334.01,185.58107
2026-06-22 19:00:00,64334.01,64421.67,64308.0,64416.01,137.40188
2026-06-22 19:15:00,64416.0,64430.98,64286.0,64347.76,195.9242
2026-06-22 19:30:00,64347.76,64450.0,64346.0,64400.92,85.64887
2026-06-22 19:45:00,64400.93,64499.28,64276.0,64472.0,160.95016
2026-06-22 20:00:00,64472.51,64659.43,64470.02,64524.0,204.24237
2026-06-22 20:15:00,64524.01,64546.0,64356.95,64410.44,88.42223
2026-06-22 20:30:00,64410.44,64505.43,64409.1,64484.55,81.67554
2026-06-22 20:45:00,64484.54,64484.54,64398.0,64433.8,25.17924
2026-06-22 21:00:00,64433.8,64480.0,64346.95,64402.0,46.41854
2026-06-22 21:15:00,64402.0,64402.0,64252.0,64296.97,68.17726
2026-06-22 21:30:00,64296.98,64336.48,64134.39,64182.85,91.93502
